Minisector,HAM,LEC,Fastest
0,257.01002321927496,256.59767523266186,HAM
1,219.5214556417249,198.57503664765346,HAM
2,222.62552729446168,221.9789826940115,HAM
3,262.0668037610936,263.0135812838626,LEC
4,271.2928571936508,276.62713620666403,LEC
5,227.36161983443483,220.55879991929052,HAM
6,98.95305988530684,95.71490712349156,HAM
7,176.42323878478302,188.90091089817477,LEC
8,275.3923833267186,277.80128997381615,LEC
9,302.21799457684085,302.90931325956126,LEC
10,311.9417944916567,314.7380681756682,LEC
11,309.9448530196079,314.4335483307435,LEC
12,109.50505600517165,107.93829955513921,HAM
13,204.38135895624995,222.13793314696076,LEC
14,275.19123905064464,282.1402900487824,LEC
15,296.4771640407554,299.48067813221513,LEC
16,236.12682350083958,215.33769215788877,HAM
17,125.11095914788334,124.00523048077544,HAM
18,152.2784663151122,149.15947091534562,HAM
19,255.85914020526903,256.66726198914756,LEC
20,154.02190710032937,143.19613448350893,HAM
21,131.5010691536034,125.26394243449545,HAM
22,204.83444469719197,199.84687671694343,HAM
23,205.1563042625892,191.32026740390222,HAM
24,170.2845628896982,165.43355278364396,HAM
25,230.66108822464582,,HAM
