Minisector,RUS,OCO,Fastest
0,274.15214708844377,267.2840756929972,RUS
1,308.4852278630065,292.2921826816528,RUS
2,322.9107841172747,305.9818872313725,RUS
3,332.69482970151176,315.04458540055026,RUS
4,337.8903569980952,320.9770450330734,RUS
5,340.8097833943178,323.5512500148148,RUS
6,192.64638350513562,216.9691166522567,OCO
7,105.76639471403917,102.5013552799817,RUS
8,188.33887368989153,187.20111524733045,RUS
9,262.4194090321085,256.8359749320574,RUS
10,297.6313982501842,286.18938269238095,RUS
11,170.52137027094693,159.2923246329064,RUS
12,97.78186513936939,95.94283682378988,RUS
13,123.22249855869319,109.89379673824469,RUS
14,221.3102455222654,212.96115551619047,RUS
15,186.82798563747787,176.39287473982827,RUS
16,227.33190281544253,221.89243384444444,RUS
17,181.58203217428573,168.8973731339684,RUS
18,240.77537076210524,232.78055712245884,RUS
19,280.6857785566955,273.1361214531602,RUS
20,243.38844653116428,246.77102337928554,OCO
21,144.0283307176719,143.82871003905228,RUS
22,95.67394539117862,94.71179636341397,RUS
23,127.27766929563036,122.63066776336066,RUS
24,224.37289607111111,215.46616080793288,RUS
25,,250.53000192000002,OCO
