Minisector,PER,NOR,Fastest
0,243.83464134133908,246.60757868693727,NOR
1,276.35126775652174,283.25533333333334,NOR
2,189.4589672008931,182.07328460611066,PER
3,151.50888887071469,153.88811025930954,NOR
4,257.77344579009815,259.9674546519937,NOR
5,269.099613030607,265.0850960820513,PER
6,219.26463602868176,214.9662726934602,PER
7,201.5784393745228,195.0238628740658,PER
8,152.0204885087156,148.45383581397496,PER
9,209.48796927591908,211.4293561289517,NOR
10,271.96857080076194,268.30256410256413,PER
11,126.45091483397044,122.95752107609145,PER
12,205.36472166273754,209.49265786662482,NOR
13,267.79499942399997,271.21875003076923,NOR
14,287.13066720309075,291.982107993237,NOR
15,293.59257252173916,299.8855072463768,NOR
16,251.3811384346522,240.4385257633739,PER
17,135.53919050893813,133.5249442883955,PER
18,130.0415860948986,127.61046885174011,PER
19,121.42160081090567,116.89112617117375,PER
20,221.4109693136225,226.5686467682764,NOR
21,250.92746850088184,255.45650359647266,NOR
22,238.49406152366893,233.7415333947357,PER
23,217.89231816666666,214.9986761242469,PER
24,140.10113623538652,135.02985390710538,PER
25,214.0,,PER
