Minisector,VER,BOT,Fastest
0,316.86872908,316.1644002429052,VER
1,326.6394897959184,325.2021963687619,VER
2,322.496418191345,322.45658109014073,VER
3,170.20434532936105,189.82981070506028,BOT
4,124.36888039791745,120.87733748637532,VER
5,263.87926116141415,262.6141516266667,VER
6,298.65524388304294,296.51432892563736,VER
7,311.6974414830409,311.45452418315784,VER
8,263.1365545712807,279.968289947013,BOT
9,141.77489658298973,137.10552037540052,VER
10,209.53111583046396,208.2186320382894,VER
11,216.44854460603673,206.78742968271257,VER
12,194.27639292168794,189.78898761978348,VER
13,267.97616811757194,264.252947163175,VER
14,297.0047257345724,300.35076753684206,BOT
15,310.7951315873684,314.1781286474854,BOT
16,258.1155479404489,255.1406292083459,VER
17,211.5516052807174,201.67522202355374,VER
18,271.6903754662451,266.99956803675275,VER
19,304.4402251726708,303.4257566,VER
20,315.9041667047619,315.2210597925471,VER
21,294.44749700096617,298.8874710740097,BOT
22,206.24126191883485,195.739941886293,VER
23,262.78769912967033,262.22151729490685,VER
24,299.7246892398032,298.32213910150966,VER
25,311.94999936,309.24375,VER
