Minisector,VER,PER,Fastest
0,270.5256615556303,270.1366549471861,VER
1,240.80448319117713,257.60300612714866,PER
2,121.73127766845856,119.29852187006854,VER
3,168.2604899474475,154.6030102248112,VER
4,204.7560330541714,193.64032353921053,VER
5,197.10965954099234,184.55301445097507,VER
6,266.68534974107996,263.45182369086484,VER
7,285.70817600842105,284.45385015734917,VER
8,244.5014225482581,234.22677951085717,VER
9,147.40556528519554,140.4264247520316,VER
10,108.50709242257278,110.63326732236224,PER
11,149.0236579083833,154.19628647756917,PER
12,245.1244131326407,242.43961015411253,VER
13,152.44429125265125,145.30445074980022,VER
14,148.7143302262735,150.01941688782986,PER
15,111.74649203222923,108.74805930943052,VER
16,215.41962198349205,220.64764835241772,PER
17,241.89587724813427,237.53717559926758,VER
18,127.21624541598811,130.6442611246507,PER
19,241.53266784878798,243.5449012708868,PER
20,274.43593232761907,275.55039367352987,PER
21,199.42178575581605,197.6545980665964,VER
22,143.6141198010582,151.6289015871255,PER
23,220.54638967883602,222.18046617471475,PER
24,227.14213248,226.58674228857066,VER
25,252.6760084089238,,VER
