Minisector,LEC,SAI,Fastest
0,284.49385798787876,283.7711319234841,LEC
1,298.95940024037424,299.1244049777778,SAI
2,305.0720237714286,305.8952380571428,SAI
3,306.30228174391533,309.09623598364595,SAI
4,251.72498964858826,256.3494314249625,SAI
5,190.7471384872504,191.46725354300716,SAI
6,254.19799892710805,255.2955627146123,SAI
7,280.516581478458,282.59571977868484,SAI
8,207.51532889150013,215.42186084377298,SAI
9,207.16728241777778,206.30871036952382,LEC
10,140.9541609267607,137.18303057394638,LEC
11,245.00716620799997,243.39744641074438,LEC
12,273.6299735266264,275.39564389961566,SAI
13,217.93097389387756,217.15511983774564,LEC
14,262.1726545298183,260.31980119432416,LEC
15,224.37299543703705,229.59784094814816,SAI
16,183.2696143665773,179.7584521412264,LEC
17,257.013431347412,258.29808986666666,SAI
18,154.99825667677194,148.65933082201016,LEC
19,207.3268485170068,204.4091511393674,LEC
20,269.44986481928515,270.0975123406328,SAI
21,288.8626983111111,289.35436500317456,SAI
22,162.83414537735248,157.6351027820433,LEC
23,178.8581929859944,176.62999493373565,LEC
24,257.0132256989863,256.41511910579635,LEC
