Minisector,NOR,LEC,Fastest
0,287.1588544,285.32531623334165,NOR
1,293.7946198603341,294.7095906690282,LEC
2,278.6715267555556,287.7612357729637,LEC
3,113.71566823148886,110.59343692530894,NOR
4,223.42107927407358,220.36902869333332,NOR
5,274.4744219926114,271.38480197186914,NOR
6,227.17730402264607,218.91703398172112,NOR
7,159.48839747471297,159.8791153521292,LEC
8,215.21466104825902,209.69582801838453,NOR
9,225.20632224367816,221.3486962481198,NOR
10,121.07251434368874,119.95678835165604,NOR
11,230.0786674499376,230.41337362626297,LEC
12,126.33872175693166,126.50509308756483,LEC
13,222.42571931954024,223.81935627375702,LEC
14,277.8570722806277,277.42274342222225,NOR
15,228.58999886222222,216.2305577474148,NOR
16,187.92338442308463,189.1141669478672,LEC
17,243.87469103633157,242.24483862580385,NOR
18,208.6702961795491,201.1087180675797,NOR
19,175.81927093664538,178.22052003501895,LEC
20,262.77578980845425,260.9788798691469,NOR
21,283.78271206294,285.6841497344224,LEC
22,182.39960086693455,175.16452213824343,NOR
23,211.03477540917845,214.3001820500656,LEC
24,269.1346993980332,268.008012836716,NOR
25,281.7625002666667,,NOR
