Minisector,HAM,PER,Fastest
0,287.7378309733333,299.325500916934,PER
1,291.76893220845074,307.54608637291005,PER
2,163.9699065948498,159.44595715974722,HAM
3,216.64354746219868,216.95819240911976,PER
4,270.4048191518954,276.55997745357575,PER
5,290.9133166243137,303.75707398327586,PER
6,292.8198763100245,312.95347243636365,PER
7,172.26217421553923,153.147408108835,HAM
8,120.40707045272848,122.14277184517668,PER
9,248.56075829714285,252.13819983102798,PER
10,285.23406442728117,296.75253752142856,PER
11,296.4831353269841,311.16060571631743,PER
12,142.07961519817042,131.98364874539814,HAM
13,192.57885455364624,186.0629851753394,HAM
14,254.94999931070706,249.0671318110476,HAM
15,198.71174451540267,195.03792931272812,HAM
16,212.14354741834674,208.9577622663609,HAM
17,207.27619744075125,206.33040330401465,HAM
18,242.458010754709,242.0316661587318,HAM
19,276.8925436398413,277.76743278814814,PER
20,293.99277014369255,291.28186271372545,HAM
21,256.44851380345676,256.4058289248887,HAM
22,212.27379328046175,214.54619949272316,PER
23,202.45003186539682,201.62867589702682,HAM
24,262.57792400732023,260.7251612639599,HAM
25,279.93749760000003,,HAM
