Minisector,VER,HAM,Fastest
0,247.90206491257084,245.82190707837185,VER
1,280.8165631006211,280.38888888888886,VER
2,193.11311157849673,186.66390376230257,VER
3,152.31039570001292,158.7510204335601,HAM
4,258.8199071604938,259.3979295976884,HAM
5,268.4036856485696,265.68666666666667,VER
6,223.77763914666667,222.21320306666667,VER
7,195.3450229827991,203.26186867070706,HAM
8,151.34589595154222,153.22927536231882,HAM
9,209.57217197619048,212.87816574882638,HAM
10,274.9448333482667,269.25384615384615,VER
11,127.09583409382715,125.94877878720118,VER
12,202.4861101381818,208.22836585540256,HAM
13,268.4737178666667,271.01914285714287,HAM
14,287.056965543437,292.58497085868424,HAM
15,294.580303030303,300.7677990926345,HAM
16,256.14806301092324,245.6142857142857,VER
17,134.89728418935775,138.3185461666677,HAM
18,129.25690242344322,132.78605413049726,HAM
19,121.36456669528445,121.96660515393,HAM
20,223.87590443367682,223.68332994331007,VER
21,256.71739865387144,250.1635802469136,VER
22,245.26717740408162,238.387544940736,VER
23,224.3432066608055,219.67584942979346,VER
24,138.73034992691638,141.16845344019484,HAM
25,206.0,,VER
