Minisector,VER,RIC,Fastest
0,286.5438667929051,288.75338387473295,RIC
1,296.0463769043478,295.72028985507245,VER
2,285.9299633073819,284.6319938285714,VER
3,119.28146519910611,113.23746035011776,VER
4,221.0231201032258,221.3051087462287,RIC
5,273.5369121461883,275.35437829828294,RIC
6,228.02110755555557,220.51639624946236,VER
7,161.9495100261932,157.17986583092755,VER
8,217.65238032380952,209.25493087045228,VER
9,221.21885651247146,215.33669388387096,VER
10,122.84848295110257,118.79903011851117,VER
11,223.25206422349208,230.16240769556103,RIC
12,128.31904192529282,125.69208814286976,VER
13,225.18311708444443,226.268535245977,RIC
14,277.6345719832381,279.4918733463548,RIC
15,231.0734847074996,223.4825778285714,VER
16,192.75490321568628,189.8206337113676,VER
17,245.95637925910884,246.95401220740743,RIC
18,210.9526863139785,205.42753949415805,VER
19,182.2806443995327,176.7421057122807,VER
20,263.8660497414319,262.9164670748079,VER
21,285.3433841856502,285.18985497971016,VER
22,181.90889112471663,176.25227993225297,VER
23,214.12619252596008,211.5632486242071,VER
24,268.7772049759504,271.1245035962846,RIC
