Minisector,LEC,GAS,Fastest
0,290.54726708917747,289.1583538578413,LEC
1,301.04701521429075,297.7338241896649,LEC
2,305.3566144078847,302.2067460063492,LEC
3,306.5596501333333,302.2995628350877,LEC
4,176.53796796466312,175.42891587878788,LEC
5,214.5553344733686,213.0866484946292,LEC
6,241.70937484444445,235.92345995185468,LEC
7,265.40290579392445,263.5477455167982,LEC
8,258.1266529755927,256.39782701449275,LEC
9,168.31070316037753,164.13654408077667,LEC
10,232.35315130108975,231.3414845704231,LEC
11,135.9388641409087,135.48605601103762,LEC
12,229.78419338651614,229.1153326506667,LEC
13,195.4504343162762,194.09855802673397,LEC
14,220.44014573012217,216.99580263221208,LEC
15,251.46908316723844,248.49320573426937,LEC
16,264.30203094320115,262.1417748068059,LEC
17,285.5726189393484,282.6981575328798,LEC
18,165.99785658907885,161.19753542066445,LEC
19,176.84238278512714,171.3465376133693,LEC
20,146.63605015677655,144.40358618870397,LEC
21,170.2728612529972,166.5233588318161,LEC
22,114.66191805257415,112.82633901000654,LEC
23,223.36792238165785,221.35679886886447,LEC
24,272.1943829397062,270.0053293879506,LEC
