Minisector,LEC,SAI,Fastest
0,257.9211701399586,253.42755269604297,LEC
1,283.31500762358337,281.7495257109719,LEC
2,174.79948346204156,158.93720371668144,LEC
3,172.1850574034218,169.9379250564814,LEC
4,264.00414606062236,262.1064576158387,LEC
5,282.7841377888193,267.0447833748613,LEC
6,244.45890784217863,202.67508041705022,LEC
7,215.62475523407898,190.41998216830802,LEC
8,159.02418387467918,153.15033035218158,LEC
9,216.73712921192006,228.894091381685,SAI
10,276.764663812987,278.9718816362812,SAI
11,128.45385461094978,120.87186410097279,LEC
12,221.83917865533297,221.83351413333332,LEC
13,274.4092263293141,273.58027412930585,LEC
14,290.9589877180953,289.8814581866667,LEC
15,297.54229168,295.5391665066667,LEC
16,236.00117175466667,207.63944842666666,LEC
17,140.27999504517044,132.91471952438008,LEC
18,142.16842792583375,134.02996403551546,LEC
19,123.76357256135287,121.96462005714285,LEC
20,235.0133321447619,223.89294830769228,LEC
21,261.58653449758424,249.29285885822424,LEC
22,238.67083541333332,219.6712974222222,LEC
23,221.1018799821821,205.6656619559672,LEC
24,146.6115016685714,144.27700967466956,LEC
25,224.20000000000002,,LEC
