Minisector,SAI,ALO,Fastest
0,295.1427814808768,282.18631590232593,SAI
1,319.68350222370856,297.23029912347823,SAI
2,311.9561180124224,298.3311468172532,SAI
3,182.52321266243746,177.61957867059732,SAI
4,219.09971126233768,222.66220971594012,ALO
5,207.27468899263738,204.5413549015231,SAI
6,181.5290384006173,179.2010976650864,SAI
7,209.307355575459,211.67803335336464,ALO
8,260.24458513846594,258.0583249601467,SAI
9,265.94569113756614,270.75780929041974,ALO
10,166.42375336950664,168.42094770943064,ALO
11,234.60355406995205,242.11435047524006,ALO
12,119.98650291237519,115.46393981801508,SAI
13,223.98910262185356,222.1554344937143,SAI
14,277.24446430056,277.8469756294672,ALO
15,293.5008383669841,293.9441317031884,ALO
16,219.52435010831036,212.4590092851481,SAI
17,188.31298268698413,186.85444577648997,SAI
18,265.14980911260994,268.61917691813204,ALO
19,290.9215344084656,292.81511324517004,ALO
20,299.80314982389507,302.52353004699626,ALO
21,300.44406635693406,302.22864572221613,ALO
22,282.6569635667136,261.4208440226976,SAI
23,115.7795946987663,116.4101193916187,ALO
24,234.7998277083184,237.4969612191615,ALO
