Minisector,LEC,RUS,Fastest
0,302.9067644844942,310.5209711643592,RUS
1,239.8169986001867,246.57503877723613,RUS
2,132.78672032734076,120.74970313345247,LEC
3,237.67911572898635,237.77615599223765,RUS
4,195.266560338831,194.45418042073234,LEC
5,245.15857115245822,244.12732864510133,LEC
6,233.9853719460616,225.7319682310178,LEC
7,257.9298322827862,256.84367866455716,LEC
8,293.0804806929381,295.3197748104211,RUS
9,204.0264164982146,203.8942865785307,LEC
10,210.66055894863788,207.05268278799286,LEC
11,276.9426255312842,277.5306011085325,RUS
12,214.30604636607654,213.5388643373674,LEC
13,255.311126984127,252.16306180243035,LEC
14,293.3960408584127,298.84493830544005,RUS
15,315.78112193362193,314.6437754327273,LEC
16,324.2403736865801,319.92089661000756,LEC
17,215.94250102951594,203.85639048931552,LEC
18,262.27138598857965,255.51347527011524,LEC
19,293.0420192615385,299.25206355091467,RUS
20,306.75241916836944,316.2188645602287,RUS
21,311.8580246644712,319.22491183171843,RUS
22,157.07716400565457,149.216690989843,LEC
23,235.27755707541448,230.62220053513883,LEC
24,279.8607446323451,289.983500202345,RUS
25,287.2499986285714,302.0572224,RUS
