Minisector,HAM,STR,Fastest
0,269.16840511154084,277.4108591586671,STR
1,290.9562406520301,307.09037680761907,STR
2,293.48869756564795,301.3835380027018,STR
3,123.34380866018894,118.21921359733939,HAM
4,189.78634536093088,204.00464736388184,STR
5,252.13519425777775,258.7958797015126,STR
6,137.49329485259184,131.62626503027968,HAM
7,204.26793955192747,199.67928027647446,HAM
8,257.6761849619753,254.7277870408653,HAM
9,281.8424574106164,275.7379744015873,HAM
10,232.3810936632847,229.1181955220779,HAM
11,174.72751534370724,174.0351346715609,HAM
12,189.90513385752942,188.39900266552084,HAM
13,140.51331720589346,138.73081406110833,HAM
14,174.42407827716673,171.27980540081631,HAM
15,158.76293083520045,157.3532868950303,HAM
16,215.20923107740262,214.80895478294468,HAM
17,228.21326722010855,231.2581067501134,STR
18,234.32625022803848,237.99625559493694,STR
19,236.72241345890512,227.7742691878788,HAM
20,143.2049027427787,143.7231856796112,STR
21,130.00048391462755,132.12561994867167,STR
22,164.04450452622223,160.1205578963444,HAM
23,150.2350676625591,148.77485529072334,HAM
24,223.0889970438277,223.363005648254,STR
25,,255.0062496,STR
