Minisector,BOT,RIC,Fastest
0,297.1192756592108,289.6467102877193,BOT
1,308.4645664717087,296.6962724491228,BOT
2,159.4166737606396,162.5541105101574,RIC
3,219.6061741015873,216.97847217777777,BOT
4,279.9624990877193,269.96899953548734,BOT
5,306.8795088937202,292.4061401824561,BOT
6,317.3237045064426,300.7044817927171,BOT
7,167.25007779990656,190.11298087506603,RIC
8,117.37083205756613,115.27433171314864,BOT
9,250.7718237968254,245.53426549934719,BOT
10,290.34999955087716,281.893984962406,BOT
11,304.2313726028011,293.8048612740741,BOT
12,149.41817080747978,146.83318298733974,BOT
13,191.2073172994709,186.22051625388704,BOT
14,255.8058022311447,254.68560084172336,BOT
15,207.50224455384614,199.00710221060922,BOT
16,217.25497526129547,215.97702798991625,BOT
17,213.8178336853333,211.36299976533334,BOT
18,240.51387551995555,243.10891254724638,RIC
19,272.8502187789474,276.3964912280702,RIC
20,288.98026301754385,292.7164473263158,RIC
21,267.82660363307315,273.7001261553885,RIC
22,226.61232706666667,227.66111111111113,RIC
23,200.53254996073963,198.67385169040554,BOT
24,259.27442223267894,261.6444442920635,RIC
25,276.4124992,280.14999893333334,RIC
