Minisector,LEC,NOR,Fastest
0,279.5145243755026,278.7362205087818,LEC
1,296.16210573468095,298.93574881026984,NOR
2,294.3353748458639,294.7320919828728,NOR
3,176.12253862179443,170.55405248985872,LEC
4,125.2479519723836,125.66689906321535,NOR
5,243.1301568893879,242.14216624902,LEC
6,283.3085489420254,282.74262773333334,LEC
7,292.75350761997265,288.11020602845434,LEC
8,180.7603295981117,183.0909567436074,NOR
9,148.31398930360135,145.7924503301885,LEC
10,257.7355024071562,257.0917402467142,LEC
11,291.5359474753928,291.2210808952381,LEC
12,298.3617840626742,298.0333404787559,LEC
13,278.2234602158759,282.26634115178416,NOR
14,296.52566917759503,295.6447594622122,LEC
15,301.63230717490575,298.21620645653053,LEC
16,247.9906732495238,246.84867816484785,LEC
17,222.7623809456892,233.45756687795966,NOR
18,276.94120414814813,279.9749574454385,NOR
19,298.5275718789763,299.25445359213194,NOR
20,302.7988329386667,297.281644861819,LEC
21,231.05344035255163,229.35466363265385,LEC
22,262.88524697142856,261.7374657226199,LEC
23,142.31006301653457,135.30644902185085,LEC
24,225.07385734517297,223.2548986420704,LEC
