Minisector,BOT,LEC,Fastest
0,292.902976152381,292.55059525079366,BOT
1,295.22687498666664,292.99707551335496,BOT
2,296.42324564210526,293.43859649122805,BOT
3,237.64871213898496,229.55486594410183,BOT
4,239.6027067848812,228.235165696,BOT
5,119.37720395018545,114.63946442536765,BOT
6,219.44660543209878,217.61336046843033,BOT
7,270.0965128489796,268.4813705563785,BOT
8,240.2646407192381,241.41833156266668,LEC
9,118.68357647479735,116.14280425000082,BOT
10,236.95514464368313,234.19680115555556,BOT
11,259.17543315670997,252.0086088979119,BOT
12,140.1993841196099,135.35683686201548,BOT
13,215.82868620227867,215.6196854851452,BOT
14,271.63595133339135,269.08205808616776,BOT
15,238.0402881584762,221.0591220097103,BOT
16,158.87829284044872,157.91527576282186,BOT
17,241.36998964444444,243.0239339349412,LEC
18,125.42668293097695,121.53023000687476,BOT
19,151.5357858021661,143.77181328131374,BOT
20,201.60336450311988,197.78208866931377,BOT
21,262.4725313559984,261.78260902028984,BOT
22,279.24666656,274.5993158296987,BOT
23,285.2962299936508,280.2208334730159,BOT
24,293.12158965703316,286.35021934035086,BOT
