Minisector,VER,RUS,Fastest
0,301.7771343931685,304.6183903554019,RUS
1,214.00811556176623,238.07478095853776,RUS
2,144.12688249738665,138.9825294701376,VER
3,227.92910319200163,224.03153418852463,VER
4,171.60654869692496,172.41265335721167,RUS
5,186.7380936614454,171.37311462737253,VER
6,255.70968156571428,253.43584973565768,VER
7,280.8862605115861,281.01513286989933,RUS
8,287.8089323916904,288.8030748406417,RUS
9,263.2149499957895,260.3874786277477,VER
10,252.02383141434993,245.97462988248353,VER
11,245.68503601142078,242.05880067389867,VER
12,210.03670053169287,215.37958690701794,RUS
13,132.67976874014659,125.8055824068138,VER
14,148.8546453244398,140.99464350598444,VER
15,178.25203537151992,169.6489257720656,VER
16,249.8088551338658,245.90446358687828,VER
17,248.15262874012285,241.131653258836,VER
18,114.20218073061821,114.05412630231743,VER
19,202.2335788176021,193.728088672303,VER
20,204.93176129273138,201.11606880883718,VER
21,236.04100651157842,238.29884276680272,RUS
22,267.24029722920636,268.81957683595476,RUS
23,283.77851597355266,286.4622395733333,RUS
24,297.0811196133333,298.66953865904765,RUS
25,,303.33249983999997,RUS
