Minisector,VER,ALO,Fastest
0,279.1506405147836,275.1022994048707,VER
1,116.7037704653231,114.45186603997855,VER
2,154.97602495568253,148.6242717217094,VER
3,216.8477452237587,204.77714040543367,VER
4,164.3622127785538,158.94333185907072,VER
5,238.0888918623954,237.10043335928222,VER
6,219.3778341326869,225.88925556363637,ALO
7,142.12897232214826,129.336707397563,VER
8,230.4772877577143,224.12799862615876,VER
9,269.61787175265937,273.6781810439493,ALO
10,280.20529170213916,281.7950220250794,ALO
11,148.38612052753743,142.2150380990783,VER
12,212.04344295207812,208.71222693506496,VER
13,263.1368380538095,262.0258548619549,VER
14,262.5624969677527,258.7427513742222,VER
15,101.31573829197721,99.58452859855453,VER
16,217.367319469328,206.03860413018631,VER
17,269.25109336,268.0463601231746,VER
18,289.9490241405291,297.1374487229132,ALO
19,300.9839493270588,314.3214377270729,ALO
20,307.64244898133336,323.3259738285714,ALO
21,289.91881749761905,289.90224029433585,VER
22,147.70237916266666,140.5199189779221,VER
23,226.2102690307483,229.16987351198878,ALO
24,273.98163911499535,279.5533934467879,ALO
