Minisector,NOR,STR,Fastest
0,252.9754441031111,250.34847826497355,NOR
1,207.61429218097038,206.1336555097345,NOR
2,207.3249503698008,209.71968672435375,STR
3,259.00914291836443,261.9302412303345,STR
4,277.44775183507,273.4385912152381,NOR
5,290.38559983026653,289.1725959065664,NOR
6,150.44393916756462,158.00393200546637,STR
7,183.23248953860661,184.87908251575783,STR
8,268.7828263281159,266.0189934980664,NOR
9,294.7809791836735,291.05305628967625,NOR
10,305.8752588224762,301.90143995791385,NOR
11,305.6464031871679,297.253703969161,NOR
12,122.44641351984762,111.89152877191175,NOR
13,194.16486090764977,186.65914923715886,NOR
14,269.8443328720936,268.10617396363637,NOR
15,294.3188065858586,291.17804697988544,NOR
16,297.5714278503896,294.3506635307177,NOR
17,184.42010101170834,188.83363674736302,STR
18,219.04506491710046,211.83024994049262,NOR
19,268.51791276627654,255.10236509890072,NOR
20,149.76030026479003,153.55948922385966,STR
21,139.14170135116038,143.94789185008543,STR
22,218.21223920215928,213.64141019130923,NOR
23,232.5178560733686,231.85647404223602,NOR
24,155.36324894526393,157.51762384588042,STR
25,224.43499904,227.204544,STR
