Minisector,VER,OCO,Fastest
0,250.7917214061799,248.73122927871657,VER
1,209.54893178439343,202.62453015308643,VER
2,199.505002469102,199.9125422544762,OCO
3,244.94681732810668,254.94090408285714,OCO
4,262.6321949990365,269.4479825652443,OCO
5,284.8035393906884,281.7933978552381,VER
6,160.98028056649494,164.8582278754064,OCO
7,176.12564148325924,176.15936694018066,OCO
8,262.7715078731575,261.0039836495238,VER
9,291.2967874200979,289.8025342903319,VER
10,302.7136365028572,299.3396142670017,VER
11,303.11401593322364,295.06780045351474,VER
12,108.12383696031827,111.85635922029928,OCO
13,189.85960870944746,184.6749794810698,VER
14,268.2834803697101,265.9898679280423,VER
15,294.8600680406349,292.3272299565756,VER
16,296.0012921329594,291.8924130488889,VER
17,175.2322742430427,184.07881062994608,OCO
18,206.81014205968253,215.10193747358025,OCO
19,260.37548375828675,257.8095114686456,VER
20,152.69799246532494,155.9119953269112,OCO
21,144.42372061313839,139.78829967520815,VER
22,218.97651574564102,215.91553497326,VER
23,230.25236792625722,226.88565271136764,VER
24,153.21679454348524,157.43858024620917,OCO
25,225.0857142857143,224.58333333333334,VER
