Minisector,VER,ALO,Fastest
0,303.12003966137564,308.0060185481482,ALO
1,235.01940191281815,228.38077235996096,VER
2,134.04375647943027,130.66613037392537,VER
3,216.9146592884764,212.47858216589262,VER
4,262.5338187161828,258.7018711292517,VER
5,286.4318777989418,287.5036193866644,ALO
6,300.63898906865967,303.2084400805426,ALO
7,273.52916826666666,276.1066654933333,ALO
8,177.1596165848332,170.91785912089355,VER
9,242.38653051423915,238.3635356753623,VER
10,274.73399081704264,271.8666666666667,VER
11,265.50246881035275,258.23888569774,VER
12,211.57788027553696,200.56095656296296,VER
13,128.98396101232447,121.22454856816495,VER
14,126.33026788952381,121.22758001346752,VER
15,168.0394560655537,156.31973041568628,VER
16,125.58959671760547,125.01391301515102,VER
17,232.1775355362319,220.6361111111111,VER
18,191.39220068223787,176.70271509247334,VER
19,162.39848352323233,163.20307740360425,ALO
20,247.52046249872416,243.30871858058558,VER
21,274.07870195048326,273.6379073764411,VER
22,287.31798214736847,294.3521358072829,ALO
23,296.53564805079367,313.1357376912414,ALO
24,301.357903458201,326.0088625185185,ALO
