Minisector,VER,PER,Fastest
0,248.34023013986393,244.06300834690552,VER
1,283.17250464295125,281.5733255853666,VER
2,182.7641066721693,189.61703869792004,PER
3,156.23361261827995,151.51777342546274,VER
4,256.7526564520635,257.3829027957357,PER
5,274.185439687928,274.09305897562456,VER
6,240.4368594893754,240.20951051984804,VER
7,207.2345313606391,207.53196716551446,PER
8,159.59836089390177,158.70690563788295,VER
9,218.42201401998827,214.60756114472716,VER
10,271.43554634020205,270.126124704,VER
11,126.92057581210351,131.27530028480027,PER
12,212.87314017192764,216.50496506703644,PER
13,274.7097672228571,275.192527417947,PER
14,297.57848187970274,297.8909286968575,PER
15,308.4543703249524,307.1427713484095,VER
16,235.5272049359552,228.3166569081295,VER
17,130.42077472411688,133.95684446136067,PER
18,129.91953338154204,129.28824481949852,VER
19,122.11592984678646,119.97620167943154,VER
20,225.49135364158116,225.7099177479607,PER
21,259.6474605079208,260.72205114401396,PER
22,243.031496761432,236.8750701718989,VER
23,217.81777670853702,208.56712342252592,VER
24,135.18108005615906,141.14670573967004,PER
25,216.88,,VER
