Minisector,HAM,VER,Fastest
0,268.5476044127677,285.9995265151515,VER
1,117.35126370809125,114.17898827363113,HAM
2,163.22877011695644,164.31739417989417,VER
3,198.25353407933747,203.10720126434413,VER
4,165.86401076477497,167.05876668585185,VER
5,234.72216571555555,239.9358134920635,VER
6,186.16592726311475,190.56521473391254,VER
7,134.32283763937622,136.81573491612554,VER
8,243.8436639208697,243.19678917892395,HAM
9,289.1207182518518,286.86288515406164,HAM
10,276.1228712293037,283.51666666666665,VER
11,151.9274953731889,154.3297431496681,VER
12,230.4159805921936,223.95874300026784,HAM
13,280.1974076760494,279.18685452424717,HAM
14,246.15438383199998,244.15493278651172,HAM
15,92.27522392829597,104.02319524650451,VER
16,229.49583990675316,235.06469298245617,VER
17,294.6476300960706,296.6494894625453,VER
18,326.24218317714286,325.6408482142857,HAM
19,334.05859009809524,336.435,VER
20,330.01627946773226,330.8808758347804,VER
21,281.33337234106443,279.1979166666667,HAM
22,149.22055244101276,154.11591770340138,VER
23,246.176166857754,243.1256161458204,HAM
24,298.86889212396295,270.631171679198,HAM
25,314.3624992,,HAM
