Minisector,VER,HAM,Fastest
0,290.65655696891406,278.3003276530027,VER
1,152.8262709780882,153.40514383382182,HAM
2,145.69908944486187,143.9576728886516,VER
3,222.20340254866412,224.47766894100582,HAM
4,284.56543081588933,278.3307280295731,VER
5,290.8691371466133,277.652794531174,VER
6,139.683844470691,139.48807742592155,VER
7,139.5011044383045,143.13525453661165,HAM
8,140.31170779716078,136.993057932143,VER
9,184.44719994682757,188.82636964486773,HAM
10,125.70033499083848,127.70948490845609,HAM
11,119.94640462825227,119.94303184084328,VER
12,165.06338934378786,166.69722719106906,HAM
13,267.14419325985386,263.9259864304845,VER
14,289.67635120380953,282.67563922207233,VER
15,152.03823229490717,147.62198755477812,VER
16,205.31495545279031,202.60134898031748,VER
17,172.7003700972978,174.99202713491968,HAM
18,272.47823107291947,267.24754166413845,VER
19,296.09618929291923,288.70286566989375,VER
20,311.4244211920131,300.8903206836017,VER
21,319.2925917233812,308.65022492347697,VER
22,321.6877273134545,311.9808080969697,VER
23,322.81648246729446,313.99365408233336,VER
24,323.84659089454544,310.85136896,VER
25,324.21500032,305.0055552,VER
