Minisector,VER,SAI,Fastest
0,274.17855173894736,260.65726118310727,VER
1,298.22409481752385,278.2020634311111,VER
2,309.52695145016145,283.7623631541853,VER
3,127.64467644138072,134.58441517083853,SAI
4,201.82562837163536,190.6531060077073,VER
5,260.0715422861153,251.72311414919673,VER
6,137.56417266793653,140.1705407690261,SAI
7,204.5589937263746,206.47225317128445,SAI
8,254.84645155860798,254.80027491378183,VER
9,276.8245794323062,275.0977292887514,VER
10,226.52036228122842,229.94326530612247,SAI
11,175.68109730925013,172.60277524037528,VER
12,189.67074274873718,187.56152190608697,VER
13,136.3502193040523,145.4569083463588,SAI
14,163.7004374804489,167.7536565382695,SAI
15,154.02624923530544,155.37976157742506,SAI
16,212.7350431041773,213.5663785211538,SAI
17,227.30874937959334,229.98250843999622,SAI
18,233.73978567409884,233.94250138421796,SAI
19,238.41252091657142,219.87307950442042,VER
20,140.9535766857383,147.82025999524964,SAI
21,133.42293637153247,127.70251224407303,VER
22,152.772070708763,167.56329334034115,SAI
23,144.1936539055376,150.94055567215437,SAI
24,222.68196123784128,230.46186915519328,SAI
