Minisector,HAM,SAI,Fastest
0,264.72300352016845,260.65726118310727,HAM
1,282.2109843530159,278.2020634311111,HAM
2,282.5801551539145,283.7623631541853,SAI
3,127.0925864930773,134.58441517083853,SAI
4,194.55049221016722,190.6531060077073,HAM
5,256.6145671348148,251.72311414919673,HAM
6,139.3467064394277,140.1705407690261,SAI
7,200.35506285073595,206.47225317128445,SAI
8,256.37709175017545,253.9202932413673,HAM
9,276.81048587555557,274.3879563598763,HAM
10,229.0307597303412,229.94326530612247,SAI
11,175.84260146259442,174.64006311638803,HAM
12,175.16073391733008,184.0830597516957,SAI
13,141.04426371285714,145.4569083463588,SAI
14,170.77239001128171,167.7536565382695,HAM
15,156.47292830222224,155.37976157742506,HAM
16,213.0750162536332,213.5663785211538,SAI
17,228.1015997279811,230.7883005286627,SAI
18,232.465179078557,232.88587850434683,SAI
19,239.98755291924505,229.22343966831448,HAM
20,145.77837879036414,144.0422307995721,HAM
21,137.54224631476038,131.65145895964812,HAM
22,166.85856419438008,168.1820697850192,SAI
23,151.12187656393266,147.8152508615787,HAM
24,225.30324333718391,227.40954851184156,SAI
25,248.9624992,,HAM
