Minisector,HAM,OCO,Fastest
0,292.83731493901416,290.7130440811594,HAM
1,312.18196454857144,312.2587502095238,OCO
2,306.05241153657437,309.34874858666666,OCO
3,180.51718063853133,174.94002740180088,HAM
4,228.69974093030015,219.53829340598284,HAM
5,205.82137736049083,197.20360816190475,HAM
6,192.95043267051065,182.2347939128947,HAM
7,220.0228447264368,214.36508619770115,HAM
8,263.522188027898,258.93992206492163,HAM
9,258.7739100126984,257.87067488198295,HAM
10,177.11991556879653,166.1003358990991,HAM
11,246.09479981226667,241.86514780680403,HAM
12,118.7596599985724,116.1463696515066,HAM
13,231.66172054229014,235.38432115106227,OCO
14,280.05714240000003,280.9108661025799,OCO
15,291.25812330256093,290.77721124716555,HAM
16,210.95825894930874,195.24750173313657,HAM
17,186.68739840069907,185.1301179611605,HAM
18,274.51003694545454,274.1936343924092,HAM
19,301.77013765090396,303.5267852952381,OCO
20,313.9406248,316.0425809225198,OCO
21,314.381547784127,315.82802108,OCO
22,272.6429847536232,248.57819047542685,HAM
23,118.33427417645011,117.58233210318649,HAM
24,244.48471699010082,247.00681944685715,OCO
25,278.27142765714285,,HAM
