Minisector,LEC,HAM,Fastest
0,252.1915607127006,252.82662749767223,HAM
1,223.14300846522283,208.82653924359724,LEC
2,205.85257287390598,202.41848281311374,LEC
3,259.71228558130366,253.69504388694017,LEC
4,275.52915802769627,266.47211077095005,LEC
5,288.8875160418104,284.6678572669948,LEC
6,166.77250925963483,159.2835816761684,LEC
7,182.95737493084158,182.67958856104016,LEC
8,268.45979086012807,272.6645322847118,HAM
9,295.2109163503651,307.8612514646879,HAM
10,306.74138901333333,324.5787318847832,HAM
11,307.2426286298272,331.3997016256945,HAM
12,110.67169867022274,111.24550087235326,HAM
13,189.4166307267625,182.9323668123773,LEC
14,266.86867738487564,266.7430047730004,LEC
15,293.3693158157761,293.504319151746,HAM
16,298.20980022088094,297.7354410323451,LEC
17,194.20587834312963,189.63678825464768,LEC
18,218.6293906675413,212.25633723523222,LEC
19,268.224538182861,265.6443717829709,LEC
20,156.33472510206363,158.23638147959423,HAM
21,149.5756103638662,144.35546088627794,LEC
22,217.88976959619288,215.09005420310476,LEC
23,240.09740788914198,235.11159015602482,LEC
24,161.14992080781548,155.1650347611216,LEC
25,225.28571062857142,226.37185901204487,HAM
