Minisector,VER,STR,Fastest
0,281.79181846024903,287.07244636168303,STR
1,294.47043636825396,299.2388890122449,STR
2,299.87781966917294,303.2654849797896,STR
3,302.0947989597994,296.7211010590476,VER
4,255.54197029147872,251.79044962133332,VER
5,196.52514420229883,184.95415385899443,VER
6,256.2040832288092,255.1504223301587,VER
7,279.37943250738977,276.5197025438963,VER
8,215.57157794285715,199.63555512888888,VER
9,210.23952562715758,201.99119581198568,VER
10,144.06636249764784,140.9890658871359,VER
11,246.37490287545492,247.46895009996337,STR
12,273.28605073623186,271.8259469090909,VER
13,224.12082024604803,227.21580689063535,STR
14,263.9366879307359,261.47892365714284,VER
15,224.32865326886082,219.65563925914253,VER
16,188.71610796666667,179.3012639030303,VER
17,255.24571668757963,255.85502931933377,STR
18,150.31229705365854,144.34712256507936,VER
19,211.1871607647099,208.85704029359925,VER
20,270.42131994458873,274.0509064811594,STR
21,285.5547617015873,287.4739467388811,STR
22,165.64785482135784,160.59925510226,VER
23,186.53993185918864,179.9831646045105,VER
24,258.56939052307695,260.89857328517286,STR
