Minisector,PIA,RUS,Fastest
0,276.0259317754386,277.9330932276543,RUS
1,301.20754797603564,303.36295900734694,RUS
2,314.57280998643273,315.944142934026,RUS
3,321.1252232,323.6873304302155,RUS
4,322.95416666666665,326.20944041295235,RUS
5,325.5904761904762,329.22949406476187,RUS
6,219.35955008689342,216.94274410075175,PIA
7,107.26177128760173,108.39503603486546,RUS
8,177.4568503128836,187.14548086896724,RUS
9,258.29082369866944,260.48410088513344,RUS
10,289.68583118714287,290.4020832,RUS
11,159.37324258935766,173.01169216833617,RUS
12,93.0503799116308,97.76217887170633,RUS
13,117.14367254922202,115.87410227491179,PIA
14,222.9895014447802,223.3306395853061,RUS
15,193.25244175283268,191.9050574768254,PIA
16,223.90865729513825,225.87767040720064,RUS
17,182.35493983288887,182.41598161807082,RUS
18,241.43647824874677,236.50815176395892,PIA
19,279.6944912366578,277.5713154357895,PIA
20,261.61710557262035,261.61592359449736,PIA
21,148.77158894895717,153.46882946484965,RUS
22,97.68824391903081,96.66983177625427,PIA
23,123.93836229938967,125.27073018953703,RUS
24,228.4445801760584,223.12110143833445,PIA
25,,257.68181818181813,RUS
