Minisector,VER,LEC,Fastest
0,296.3139273414588,308.0475050287035,LEC
1,286.53168559720893,290.5237316637681,LEC
2,185.15905208828434,169.0604219252895,VER
3,212.5828717196215,197.64963203137253,VER
4,226.6097367082061,219.9937825222742,VER
5,267.501999744,267.92333354666664,LEC
6,241.66626470127233,231.8904568567742,VER
7,218.7329439681567,203.97083353333335,VER
8,176.55076389523714,165.94992920888888,VER
9,181.6724619168234,172.87094896782756,VER
10,195.23862352623294,173.6371831038046,VER
11,214.11439306285214,205.39019665221412,VER
12,254.80153205365397,241.2071894063524,VER
13,177.10077683810957,167.83921352473868,VER
14,247.07300713863225,248.15887397959835,LEC
15,274.9842579748416,278.99733438012424,LEC
16,275.6021791527204,276.73685173710214,LEC
17,273.0976449391304,268.9273333333333,VER
18,264.26997808992627,254.08799759436545,VER
19,256.55024290652557,246.1724440002704,VER
20,264.8814063370069,209.5767135561256,VER
21,204.93060147099132,168.57407457971243,VER
22,225.7738989043119,242.5674630195695,LEC
23,274.46949973333335,284.38402786666666,LEC
24,285.2581521623188,300.4298736571429,LEC
25,286.0,,VER
