Minisector,HAM,PER,Fastest
0,305.3469864285714,298.2389932387662,HAM
1,325.5007713476768,316.278074074074,HAM
2,330.83184518095237,322.28121218327277,HAM
3,322.08535932054656,312.12359282269404,HAM
4,165.90850738410884,168.68767434404506,PER
5,207.29170627968026,203.5304548327162,HAM
6,229.28434560987017,234.63721853218445,PER
7,266.1193833003361,266.2379682188894,PER
8,245.11493446133332,251.14698760082817,PER
9,156.17087198154704,158.7899816862745,PER
10,215.9798985346032,220.22897236791388,PER
11,130.7016206483068,131.720972018101,PER
12,232.39343860242946,224.71458347936507,HAM
13,176.80877479405262,179.93338324987656,PER
14,216.40203248825665,214.46297151428573,HAM
15,237.59158530224443,232.63430954324363,HAM
16,269.2575081916266,257.2014700411318,HAM
17,293.13770768625244,280.91049572583916,HAM
18,148.2687459206403,157.27331053920537,PER
19,161.88792179637815,164.91255271954674,PER
20,132.3271029747298,142.3187495313828,PER
21,224.53596818493506,220.77361932312382,HAM
22,257.72236451245294,248.20227797231746,HAM
23,244.23154254560464,240.043552648274,HAM
24,272.0733163138322,266.88339751736027,HAM
25,288.87000064,279.26875040000004,HAM
