Minisector,VER,HAM,Fastest
0,280.9655962030602,277.7762532628048,VER
1,296.5437572635268,296.1348467898763,VER
2,297.8885415238095,291.3437072663953,VER
3,187.9826541287204,179.06655783297967,VER
4,220.3511936767231,217.0345099181337,VER
5,205.65343603384704,200.79596125310923,VER
6,183.07429498404073,182.71961784407162,VER
7,208.92777813525998,201.26196694167012,VER
8,257.28673468272785,254.47407585525036,VER
9,269.59321872231885,262.70757712459516,VER
10,172.41479623682739,167.3267278392579,VER
11,238.3948084028147,233.05582779249593,VER
12,118.71195619445432,106.69061455547701,VER
13,220.08847062154004,219.97107384376957,VER
14,275.40922013724315,274.56099748286766,VER
15,288.91927405714284,288.7680270990843,VER
16,220.20390202954258,207.1886221896953,VER
17,182.1513629707196,182.27511186077726,HAM
18,263.75276723741257,263.26381510119677,VER
19,290.7366480608192,289.9924387724387,VER
20,302.3314066922124,299.94784733174026,VER
21,302.079621767565,300.6165348097764,VER
22,273.5047477920099,258.3950063902476,VER
23,117.78703005736239,117.0969017561365,VER
24,238.81224657493652,238.20668189673657,VER
