Minisector,HAM,BOT,Fastest
0,291.9083333818182,297.42065977777776,BOT
1,292.90905794782606,299.57904550982323,BOT
2,267.4339973973333,260.8453045253068,HAM
3,161.92291939206302,157.01100377182132,HAM
4,180.89919215140708,175.1957171080678,HAM
5,216.8813874350516,217.29885057471265,BOT
6,245.9981954551547,239.30940094454783,HAM
7,219.72554497393807,217.20607553366176,HAM
8,268.9870493626389,268.20561445437926,HAM
9,266.4811366854543,264.67013888888886,HAM
10,275.6572549714286,274.71975703863626,HAM
11,276.950901897898,278.6303755969007,BOT
12,273.1481189241905,275.0364293003441,BOT
13,273.95145020289857,262.6484503735921,HAM
14,190.47799165513368,181.90707503134254,HAM
15,236.11260868727933,240.23985085344208,BOT
16,218.35712337987314,206.53411423333333,HAM
17,172.23545729400155,176.95619023980086,BOT
18,255.68919845925925,257.91289121111714,BOT
19,283.6646035911306,284.4447028984654,BOT
20,264.86583055589347,253.38052331885717,HAM
21,193.23299132281267,190.77921470206346,HAM
22,252.742699643081,256.44465454119455,BOT
23,277.9505066414871,282.1098275558046,BOT
24,289.16371524444446,293.77155798260867,BOT
