Minisector,VER,LEC,Fastest
0,247.90206491257084,245.3381896827586,VER
1,280.8165631006211,279.51180555555555,VER
2,193.11311157849673,184.85603191255106,VER
3,152.31039570001292,155.77393413953487,LEC
4,258.8199071604938,255.79296988607717,VER
5,268.4036856485696,272.9922161172161,LEC
6,223.77763914666667,216.9761745614384,VER
7,195.3450229827991,197.2113774976871,LEC
8,151.34589595154222,151.6503306538639,LEC
9,209.57217197619048,213.20558515273865,LEC
10,274.9448333482667,274.228,VER
11,127.09583409382715,122.62973806403137,VER
12,202.4861101381818,209.96193379074109,LEC
13,268.4737178666667,269.72542857142855,LEC
14,287.056965543437,289.6654951766528,LEC
15,294.580303030303,297.88999680738425,LEC
16,256.14806301092324,243.4027296367816,VER
17,134.89728418935775,133.80577066658702,VER
18,129.25690242344322,131.39703340750003,LEC
19,121.36456669528445,118.69356837402192,VER
20,223.87590443367682,223.97158284961083,LEC
21,256.71739865387144,253.42685187160495,VER
22,245.26717740408162,241.47146768662728,VER
23,224.3432066608055,222.99821400184334,VER
24,138.73034992691638,140.83175540982486,LEC
25,206.0,,VER
