Minisector,HAM,NOR,Fastest
0,304.1606330743936,317.992055379317,NOR
1,146.28869769605777,145.19702057916,HAM
2,212.72294173175612,220.02452509707592,NOR
3,276.9847508384416,277.2687675911111,NOR
4,313.5411788098927,312.99635319338574,HAM
5,323.8099100612615,322.08684035932646,HAM
6,148.67236482190708,155.45122498263842,NOR
7,247.2873942708265,248.87954895817322,NOR
8,126.93754926055152,121.1468650096332,HAM
9,143.84973257448067,147.24194773690155,NOR
10,268.03624781103423,269.7728290332069,NOR
11,297.7002742209524,296.08175321125543,HAM
12,253.49164271827235,263.89632371866423,NOR
13,153.2459350904423,164.91903873261302,NOR
14,266.944806070876,274.59186918865,NOR
15,305.9411815478324,307.3314200541249,NOR
16,322.60017941243757,323.3516452774175,NOR
17,332.25564924081635,330.8657168954037,HAM
18,337.35459380000003,334.70826187839873,HAM
19,336.7910739117255,338.54916127445887,NOR
20,226.62892702164814,236.94090892155447,NOR
21,151.03955060381142,151.97795409728633,NOR
22,272.61443117180323,275.19917258906617,NOR
23,309.85940537627704,310.308728812977,NOR
24,324.7323351089324,320.47500891330145,HAM
25,321.4124992,320.9839282285714,HAM
