Minisector,PER,NOR,Fastest
0,292.37612861555215,281.98204544000004,PER
1,209.2089241918797,210.52967445681404,NOR
2,225.80384279536142,223.03976253226665,PER
3,274.1497069234533,270.00107173206345,PER
4,249.01467658450167,243.95247936147564,PER
5,132.55067723330006,128.7339831925923,PER
6,212.67638772167044,210.1553301486123,PER
7,257.14806821388714,254.6878913770545,PER
8,246.44721202381749,242.54725065120772,PER
9,231.30658821804985,226.69655254269748,PER
10,275.6661821884092,270.6326280688133,PER
11,294.3899368012426,288.85749712610846,PER
12,303.8828127911111,298.72587740016706,PER
13,308.16907902556386,303.30371437104765,PER
14,311.3117647372549,296.1655012939327,PER
15,268.21262633802314,248.34279875746032,PER
16,240.13754675870317,240.0147320214355,PER
17,278.485781494722,276.1940243051429,PER
18,296.80263518695904,283.09361887285564,PER
19,156.3298408815777,159.64941601082705,NOR
20,209.1120091263734,210.78466811397806,NOR
21,188.49093526531183,192.801594201659,NOR
22,137.10975051271433,138.8443492226272,NOR
23,238.70394073469205,233.34768785563472,PER
24,281.67376554739394,275.37240827756665,PER
25,,285.57857188571427,NOR
