Minisector,HAM,SAI,Fastest
0,291.2101730978355,309.56520783999997,SAI
1,300.208458562406,325.7929809797013,SAI
2,305.10952379348373,336.31851350059657,SAI
3,303.0184210526316,327.82754755555555,SAI
4,179.66512336500148,160.9226701487813,HAM
5,221.09095238095236,207.108743074031,HAM
6,242.78040338778735,233.56583330133333,HAM
7,270.6031178376417,267.26963753342767,HAM
8,263.0627696197012,256.7953560231579,HAM
9,170.76811290746957,164.8354168467865,HAM
10,233.86900036266667,228.78348793489036,HAM
11,140.1856248407939,133.96007142271938,HAM
12,229.76170187408596,233.09438095238096,SAI
13,196.1084868374808,185.53716718320376,HAM
14,226.41376478905514,220.92584329337075,HAM
15,249.374689510559,244.5753669063321,HAM
16,265.8681818181818,264.8547281868532,HAM
17,285.9200548689439,287.77916666666664,SAI
18,130.18840572753624,122.75818283718225,HAM
19,168.84672146190002,157.69188521886002,HAM
20,151.98732308352487,150.32025849577005,HAM
21,165.78506802721088,152.4985694112736,HAM
22,120.78711691287646,117.0930197922271,HAM
23,230.86810083453693,230.81013406194714,HAM
24,271.11071418049886,271.6903971283159,SAI
25,283.13749973333336,,HAM
