Minisector,LEC,VER,Fastest
0,269.6220767314286,271.154147203208,VER
1,298.4594295755032,298.95513742678,VER
2,312.6190903727891,312.141690354215,LEC
3,321.15029179580955,318.3925923555555,LEC
4,324.9005005244435,323.50305055873014,LEC
5,324.3513323660151,324.61701600344094,VER
6,208.27471053510692,212.4541138695238,VER
7,108.38477089022898,107.77507600441879,LEC
8,179.7937712417112,184.9301332579211,VER
9,258.67246358919397,261.23215409938337,VER
10,288.5097391507003,289.5606693742857,VER
11,161.83063454636394,171.557917612693,VER
12,96.30327085932544,96.09234212037258,LEC
13,110.08722144267053,115.49217136607633,VER
14,221.2473834752532,216.47388996740742,LEC
15,185.34776656644686,190.78100675137316,VER
16,225.22781426937044,225.70099948132244,VER
17,177.63993181704518,182.40749459702522,VER
18,227.98628662932066,236.536113819714,VER
19,276.66796394052403,276.32640674904064,LEC
20,258.8334298129323,258.156208804127,LEC
21,147.96111690715824,149.64999580318573,VER
22,95.07138157296761,94.18020430899868,LEC
23,121.73475718036158,126.7585236585843,VER
24,222.1569148695238,224.4531227691775,VER
25,,255.21999616,VER
