Minisector,NOR,GAS,Fastest
0,306.23829833229274,305.0530524957464,NOR
1,206.20742174436768,222.08129272439527,GAS
2,149.95361592142856,149.84904262791767,NOR
3,228.73670103873013,221.1659025113997,NOR
4,165.69526693454364,167.05259447921725,GAS
5,185.70521947136416,172.2393169771942,NOR
6,258.1344825618713,252.29844091885715,NOR
7,280.8581896417175,277.790427145061,NOR
8,289.56888896948146,284.87655681699414,NOR
9,263.66436874812484,255.54464862048454,NOR
10,246.70025911099856,245.3847837357637,NOR
11,242.27479155555557,234.41026942815546,NOR
12,205.0967576825893,199.00904577522093,NOR
13,126.54043716425413,124.28336538811271,NOR
14,134.1254209434833,134.03913462086678,NOR
15,172.4739974606349,175.76247951153192,GAS
16,248.32887256812367,247.36426370526317,NOR
17,248.40433931555557,242.05569531987302,NOR
18,111.91892436138681,116.00257740882964,GAS
19,204.12046484018208,195.8963158951593,NOR
20,206.89383420586665,198.45838612571427,NOR
21,242.23273232611785,230.31012797320014,NOR
22,269.375545423752,263.61182047602887,NOR
23,289.88973242857145,282.53382529354496,NOR
24,302.04555373511107,298.0934139328363,NOR
25,,302.4624992,GAS
