Minisector,VER,ALO,Fastest
0,304.4366204325926,303.0893228666667,VER
1,230.39292127189248,224.72764480298613,VER
2,130.12102893409525,129.03312815691334,VER
3,208.8888770874123,213.5129622762348,ALO
4,262.05118551859647,259.89482021668647,VER
5,286.5388513276552,283.15485478496726,VER
6,299.66558875763735,297.2128193777778,VER
7,280.5951806577778,270.74199631519707,VER
8,171.76714071630522,169.11557106481888,VER
9,238.82368589784394,240.06687118846858,ALO
10,271.09287949602697,270.870615265702,VER
11,268.4260522964974,256.23125886431376,VER
12,221.03211649477635,210.3247253737474,VER
13,124.88433515597771,119.00193241351579,VER
14,126.57480787436354,124.74133307901235,VER
15,166.9280557203246,158.22664076689625,VER
16,124.14104517493735,117.54894471312456,VER
17,229.03514652767674,226.90266226379975,VER
18,183.42696148986695,181.66378985566433,VER
19,162.68438064744586,164.58437342990123,ALO
20,245.87357417760504,243.62557735238096,VER
21,273.302208380382,270.871969838522,VER
22,289.0044190574956,287.6979147236907,VER
23,296.77246746771243,297.2538257385281,ALO
24,300.9350084454902,301.2312499,ALO
25,,303.0,ALO
