Minisector,VER,NOR,Fastest
0,290.65655696891406,279.5681953316017,VER
1,152.8262709780882,152.54613802191508,VER
2,145.69908944486187,150.4534657151243,NOR
3,222.20340254866412,221.38346000188002,VER
4,284.56543081588933,278.16344502367957,VER
5,290.8691371466133,278.8895710557902,VER
6,139.683844470691,140.45205576397976,NOR
7,139.5011044383045,133.48254075378628,VER
8,140.31170779716078,142.98267659386875,NOR
9,184.44719994682757,174.53652666408678,VER
10,125.70033499083848,125.38455407606897,VER
11,119.94640462825227,122.07387483887823,NOR
12,165.06338934378786,155.33256691389053,VER
13,267.14419325985386,261.38921223397404,VER
14,289.67635120380953,283.16528965158034,VER
15,152.03823229490717,142.035615915003,VER
16,205.31495545279031,206.60688353991137,NOR
17,172.7003700972978,165.41714778827824,VER
18,272.47823107291947,265.4791038825056,VER
19,296.09618929291923,287.8460179144749,VER
20,311.4244211920131,301.37641316836437,VER
21,319.2925917233812,310.67234358630463,VER
22,321.6877273134545,313.44541666909095,VER
23,322.81648246729446,313.97216898681063,VER
24,323.84659089454544,311.4454678818407,VER
25,324.21500032,306.0,VER
