Minisector,VER,NOR,Fastest
0,293.1554306769748,295.7256677401058,NOR
1,300.2954629807407,302.96899558136323,NOR
2,217.80279537888197,209.40422784945687,VER
3,140.58670430603175,132.76641060057977,VER
4,214.8626287777778,218.98689124363636,NOR
5,164.15609796195153,165.42857323177032,NOR
6,168.50884807874704,170.23739737904762,NOR
7,253.25606014075186,248.17548141188763,VER
8,278.32180117542464,277.833567398254,VER
9,287.3996862005195,287.08136888380955,VER
10,270.87328096,261.66216065885266,VER
11,251.7782818159615,240.8790772,VER
12,243.78164631111113,242.87189533778943,VER
13,218.3725450506718,210.69012722782608,VER
14,134.54785913898638,126.78980558389115,VER
15,143.10414373919414,145.42877684734648,NOR
16,176.03985003914275,163.87578961663172,VER
17,244.86257587831153,250.38632845968255,NOR
18,246.41849301866668,251.80919494603177,NOR
19,117.16545219578514,116.01339640191387,VER
20,190.73598459733333,182.14504036044343,VER
21,200.36983638742018,203.4176090627087,NOR
22,235.8077233062857,230.0662861347939,VER
23,262.3475900757086,271.5144921501086,NOR
24,281.17166454290594,294.4780614205291,NOR
25,289.8,305.11500032,NOR
