Minisector,PER,OCO,Fastest
0,306.91494789666666,306.36182301793247,PER
1,243.68937460690427,212.5000987340413,PER
2,127.37278539247166,125.42586736624634,PER
3,215.6020430442612,221.21183907870287,OCO
4,259.7549222518822,260.60771123274856,OCO
5,291.4814072927731,289.1698232011544,PER
6,311.78066309224494,303.62914920070205,PER
7,269.4442013917983,281.06503722537377,OCO
8,167.84917844848482,169.77746448885878,OCO
9,239.84488911221706,232.2666439419883,PER
10,267.04610419208024,271.06982383773163,OCO
11,258.4062220287834,263.9228637642687,OCO
12,203.17070102534214,204.047636507561,OCO
13,122.85652168089966,127.15227512931698,OCO
14,123.96167388767053,118.24929259473882,PER
15,161.92947776389633,170.66077344612108,OCO
16,119.4324664391619,117.16323054948535,PER
17,224.72481230973085,221.67604048785515,PER
18,158.21220611834394,180.64988726543012,OCO
19,153.72603798797886,144.72298836580416,PER
20,241.6017477682055,240.02721451228072,PER
21,273.0812134081871,276.1355266362365,OCO
22,292.6138348487089,296.64864934714285,OCO
23,310.43825375492065,318.01891213852815,OCO
24,320.6581885308552,325.13507857556334,OCO
25,324.0,327.86296296296297,OCO
