Minisector,VER,SAI,Fastest
0,301.48541701333335,299.1504408324208,VER
1,313.3593136313725,310.7836472049696,VER
2,167.68039756444836,160.47183679360387,VER
3,220.42409039963945,216.73517618286732,VER
4,276.60148574969196,274.07521903157897,VER
5,299.7807020350877,298.2727580023236,VER
6,311.8822200245542,311.714625960215,VER
7,185.74225458365117,183.37313848233487,VER
8,124.03404157020553,117.59912226769643,VER
9,245.7579182107342,249.95456365714284,SAI
10,280.55375029333334,293.9494815904435,SAI
11,291.51269366602594,312.42426421960784,SAI
12,154.34684584195625,147.39751913805722,VER
13,190.27949240434143,183.68678542730157,VER
14,257.59781785396825,255.38985456279656,VER
15,204.23243360005702,204.78466963646227,SAI
16,212.77358203608222,213.1007064477208,SAI
17,211.5725933425359,217.82211697380006,SAI
18,240.43376522221897,238.4588768463768,VER
19,276.13092115087716,270.7119942171429,VER
20,292.29946762105266,287.881071734996,VER
21,262.28644589914444,267.9119307527539,SAI
22,222.21014432463767,232.20675972976392,SAI
23,202.8290743637752,198.51944442469136,VER
24,269.45145872,257.9010537893063,VER
25,,277.829168,SAI
