Minisector,HAM,ALB,Fastest
0,276.3909032118518,278.24945950281824,ALB
1,297.48290575099566,299.70665926557,ALB
2,296.5101415951515,298.12583434716225,ALB
3,180.79830157415498,187.53187646321743,ALB
4,119.39754545739443,118.43029012463684,HAM
5,237.6243902558071,236.12957867913968,HAM
6,281.7262758185783,282.1961988494964,ALB
7,295.49633431430954,299.23242383481,ALB
8,171.4916741899738,174.85757542427118,ALB
9,137.85307243856028,142.21058292932105,ALB
10,251.5036367120434,252.0818043162926,ALB
11,288.73922939863945,292.13693166572597,ALB
12,297.6745187783637,304.06446394122446,ALB
13,281.01081813898014,278.095506805857,HAM
14,301.369152314386,304.40001474075007,ALB
15,308.7990226453389,302.9118658025875,HAM
16,252.69114509777776,242.85927643503862,HAM
17,223.73409789872855,214.8942608198451,HAM
18,281.0911569508652,279.1541313846314,HAM
19,305.48315452810965,307.7393824427356,ALB
20,311.93712438566894,313.4173296809877,ALB
21,244.38734214881126,230.40588378184333,HAM
22,264.70199333948716,259.3289318971524,HAM
23,139.87345405114914,134.47403578394463,HAM
24,216.98672669242376,217.6884423048721,ALB
