Minisector,LEC,RUS,Fastest
0,251.14542690041552,250.5961321338388,LEC
1,205.25802692431452,212.2890099650986,RUS
2,197.78455123590595,204.8100756283272,RUS
3,248.36276414086953,254.95541687226387,RUS
4,269.0139604295856,269.33040267132975,RUS
5,286.3686645093461,281.44676059200003,LEC
6,150.1979884508895,166.7230558248189,RUS
7,176.48337288051314,180.1460103270711,RUS
8,266.3373493348792,261.90863188759147,LEC
9,293.2719334877558,285.6008517929881,LEC
10,306.7939920255892,294.6319981624242,LEC
11,307.70919189707604,297.12416634666664,LEC
12,107.65310309767308,108.98952405829428,RUS
13,186.0300724098297,194.04823696203331,RUS
14,277.05298354733895,266.3101385525019,LEC
15,305.18092697843787,287.3924342905263,LEC
16,310.43708308317457,284.41671423792206,LEC
17,174.73799441857963,184.33661213623444,RUS
18,210.59957475102038,220.9254733902948,RUS
19,263.96809227230284,259.30893883225605,LEC
20,144.33602575327328,154.9791979045614,RUS
21,139.74833232549042,144.59085994045657,RUS
22,218.7278756096,216.9308336134543,LEC
23,230.63846181850676,226.07315616386032,LEC
24,153.05652032263743,162.14299361174378,RUS
25,,225.19791733333335,RUS
