Minisector,HAM,NOR,Fastest
0,317.2037499352381,322.4640592253968,NOR
1,323.55041664,329.72337973333333,NOR
2,325.7548245333333,328.9749998814815,NOR
3,173.57364994800514,168.37933927432636,HAM
4,140.19400462414194,137.06279942626261,HAM
5,270.85117226748736,271.3157817909307,NOR
6,298.4028143768522,301.9206181869151,NOR
7,309.88083322666665,307.3125,HAM
8,261.88739051959413,253.58759280577718,HAM
9,163.580154059243,150.98807279962085,HAM
10,233.9430611569097,216.05379551678266,HAM
11,238.60569959267397,223.3905613442177,HAM
12,213.69454306933415,198.10760861159582,HAM
13,276.40731102709645,278.17224123982686,NOR
14,303.83757152701014,309.9614884114286,NOR
15,316.98564361539565,316.54120716190477,HAM
16,266.9102912380952,236.61190272451498,HAM
17,228.29019317650273,219.41626089791936,HAM
18,281.74477854199137,282.2804661748918,NOR
19,307.22073657182113,312.69690512,NOR
20,318.1139582933333,323.45288689523807,NOR
21,303.22297000731277,280.4395813818182,HAM
22,227.0838650473145,207.73057565976373,HAM
23,276.8112079070449,277.11580419679626,NOR
24,305.47192558701215,310.2846494155388,NOR
