Minisector,LEC,RUS,Fastest
0,247.29678643094667,244.40849207505065,LEC
1,285.14054926843477,284.4680790341818,LEC
2,182.87598439564442,179.0023214783846,LEC
3,160.80587557764704,161.18936190940187,RUS
4,254.8544009504228,255.75349592700246,RUS
5,275.16915158673044,264.86487322201606,LEC
6,247.93502241937426,234.8431455290153,LEC
7,219.55078727807197,210.70040095820497,LEC
8,159.39516788185654,160.8027598646193,RUS
9,206.49917506584183,214.4258989218553,RUS
10,268.4913562050575,270.79810668342856,RUS
11,126.60333968787809,129.42624791895366,RUS
12,208.9966813677515,209.67365563913216,RUS
13,275.5211665236975,273.41527931759833,LEC
14,297.4301895031397,296.759630903385,LEC
15,309.0197284462064,307.02705606212913,LEC
16,248.71877022966058,241.50138044475153,LEC
17,125.56693069917986,129.46477067685424,RUS
18,127.98383819101676,129.76992857567157,RUS
19,117.57194252874243,116.70121491500798,LEC
20,227.09148223692424,224.02701631715485,LEC
21,259.73311722943725,260.80696567428356,RUS
22,241.06154232996724,235.16010691849658,LEC
23,218.27999449744067,214.73126103677654,LEC
24,136.45577947451793,138.76832158080342,RUS
