Minisector,VER,LEC,Fastest
0,235.51600593748864,233.03800858478797,VER
1,284.93366626133337,279.63896845206347,VER
2,299.4076666819048,294.74292553713383,VER
3,303.1604167111111,301.1020348837876,VER
4,271.0021038576538,264.6879172388283,VER
5,169.59392200221484,167.4081562528377,VER
6,264.12082825393014,258.4117169582667,VER
7,283.029999872,277.1345679802469,VER
8,212.78995105065945,206.01832983731958,VER
9,222.3004831580402,221.75839862763257,VER
10,183.07887509435565,175.5223841849716,VER
11,228.24548887445675,224.7356323142476,VER
12,208.8970740345679,198.75359721104792,VER
13,217.47376443648227,206.84861872941588,VER
14,223.20410844292772,218.46422655127142,VER
15,177.9362452476111,177.28732771812554,VER
16,247.6613030592819,242.69278220200383,VER
17,287.40788064914284,282.13621810989014,VER
18,302.177833216,297.64802382240373,VER
19,294.2222240888889,294.98416661333334,LEC
20,131.68841460952382,128.77986317819267,VER
21,162.85817933037626,156.33055344459925,VER
22,148.47892751580514,148.51735689907542,LEC
23,204.56556267537414,200.90336697904763,VER
24,145.9797071982381,147.23660176434586,LEC
25,180.49166293333334,184.10833706666668,LEC
