Minisector,PER,ALO,Fastest
0,293.11420752217686,291.4296368903511,PER
1,167.55845240482165,173.54738018050952,ALO
2,173.6993114692289,172.10693729087865,PER
3,256.1737949042424,253.71717115936508,PER
4,283.858379543319,286.8274445591139,ALO
5,253.8048004344653,250.7710891140691,PER
6,227.14548026358278,220.6341823209524,PER
7,150.48848436706658,149.89561301089603,PER
8,229.18417995844774,226.38007884794416,PER
9,282.91363601454543,281.61401469298704,PER
10,301.6894500529005,299.5460062893466,PER
11,311.35728456605045,308.33657286133337,PER
12,316.0029959299048,312.33854626807016,PER
13,313.58037237131083,309.3732427188889,PER
14,130.61270708692672,124.11480148747188,PER
15,119.41209502086492,113.66482261554516,PER
16,99.6603508282187,102.45505540983629,ALO
17,236.48231616725886,236.26400365391518,PER
18,287.52976176483185,288.9495690976021,ALO
19,308.6746691238095,308.50310749066665,PER
20,319.5836435846465,318.3926402288159,PER
21,321.72036423553425,317.992750924574,PER
22,120.40401668471884,121.04549792320141,ALO
23,203.8623776899408,207.48534758283364,ALO
24,270.73345638726744,270.59669302652526,PER
25,285.7,,PER
