Minisector,PER,OCO,Fastest
0,291.60918150949345,292.8197994880576,OCO
1,300.5865312964265,304.0668686847619,OCO
2,304.8270751079739,309.8550068614617,OCO
3,298.78666549841273,304.51173197714286,OCO
4,172.52955561634408,163.64271688754434,PER
5,207.19520802552609,197.64776819129392,PER
6,232.69006571439675,233.54260680709203,OCO
7,264.98859931552,265.7172895154765,OCO
8,250.35924671311332,253.15884588188064,OCO
9,162.02719425918607,157.6709606805375,PER
10,221.01664566239785,218.45226975933747,PER
11,130.43339817468458,122.84650028765229,PER
12,231.42410946367573,222.24791457289376,PER
13,178.5563274700529,178.40244130674213,PER
14,215.15770791966386,206.66025594433017,PER
15,245.9847729648485,238.47833557709316,PER
16,264.1051917798942,260.8729161498413,PER
17,287.529709836555,283.011434957037,PER
18,161.0813491619822,158.79221312790122,PER
19,171.36397378534588,159.3285536751437,PER
20,143.85369625305205,133.97822516406956,PER
21,232.1026758164671,225.85537048728744,PER
22,264.78838316103617,264.24492441022556,PER
23,247.7229894690909,247.5789762884295,PER
24,280.0940038460024,272.8024750556863,PER
25,,285.24999893333336,OCO
