Minisector,VER,ALO,Fastest
0,269.1423719471623,267.7635700276408,VER
1,289.47643242718885,288.77966305092656,VER
2,298.76043951048206,295.55777320006393,VER
3,128.46152340888906,123.39923536369521,VER
4,195.28709145171513,189.16473078762115,VER
5,253.4258778031746,251.7262449254971,VER
6,140.19296480178593,136.9349471807117,VER
7,201.38553349004144,193.21177369606178,VER
8,257.46729092396606,250.09258742900928,VER
9,283.3996861245772,279.03380271824267,VER
10,236.79527429943965,231.64880382012979,VER
11,185.25700829547102,182.63933796894815,VER
12,183.4330721905028,180.69835942756205,VER
13,149.99518850740182,145.32491761773676,VER
14,174.80001866021504,170.10585490539776,VER
15,163.77897728989294,157.5422843953712,VER
16,214.25927477285038,211.0107409139639,VER
17,239.37804700813186,232.8155470706792,VER
18,242.30806634855546,236.77352641535137,VER
19,249.28450711143088,238.88315560411255,VER
20,144.25368881605914,137.57960134692922,VER
21,137.0690603917355,138.53635329715667,ALO
22,166.74389468354732,161.45173551034316,VER
23,152.97394454999272,146.19929581656731,VER
24,226.5714913466834,215.10268486669895,VER
25,,251.6,ALO
