Minisector,LEC,HAM,Fastest
0,261.25944484935326,250.89174637714285,LEC
1,136.96930591738519,140.301917269394,HAM
2,266.78139965170067,265.7187508571429,LEC
3,311.1791717995604,306.02397899701856,LEC
4,308.6541505227278,303.89666653866664,LEC
5,315.6074017391304,310.5034852396393,LEC
6,321.35425358888887,314.78858508888885,LEC
7,320.9215578898551,313.9138814480082,LEC
8,212.16491569273077,212.12212197248675,LEC
9,195.69672506658935,203.5824688170887,HAM
10,194.48099857243108,194.1756720221916,LEC
11,165.287694849806,170.68979666141087,HAM
12,252.45121281845715,248.8695844977778,LEC
13,277.05824167032966,276.4332671362556,LEC
14,281.5925929876543,280.6059635942301,LEC
15,284.7977043162094,282.35538925681453,LEC
16,189.11237577458195,193.00066529741645,HAM
17,194.2130743572997,198.9563800368243,HAM
18,240.2565844313331,241.03906613387213,HAM
19,288.2377145478095,286.4021705712861,LEC
20,311.36799748591426,306.05430487159106,LEC
21,319.7119877067362,314.2579709217391,LEC
22,317.85368735877495,312.1610188398608,LEC
23,272.98152410864196,261.97924918752057,LEC
24,116.90216418679007,117.047057642961,HAM
25,,229.86458133333332,HAM
