Minisector,VER,GAS,Fastest
0,290.80994876224645,287.54014821290235,VER
1,301.5407738571429,297.97109366666666,VER
2,305.75495688964793,301.4593137389356,VER
3,306.51071472380954,302.11718833333333,VER
4,180.1396782005586,178.29635029487852,VER
5,215.3008789863354,212.8642709697834,VER
6,242.77312501333336,242.3073172039239,VER
7,268.55138891048387,266.1914513804727,VER
8,263.90291732586434,264.0288553463659,GAS
9,170.8859888184332,169.10860665502602,VER
10,234.9235644910645,232.5835232969697,VER
11,139.92556917767274,136.04127940515568,VER
12,227.42102094545453,223.7177187336475,VER
13,200.37723528047718,197.34801984561713,VER
14,215.1577723224904,212.3437479111111,VER
15,248.87231051175536,247.90000904830717,VER
16,262.1138151859649,260.640976641604,VER
17,284.62256177271206,281.94563639183497,VER
18,135.48916394954955,139.24621244310777,GAS
19,163.8303596785409,163.62197129955558,VER
20,151.95570920476192,149.20648898840753,VER
21,174.12095341714286,172.18887497024255,VER
22,119.97169281593287,120.70365780813007,GAS
23,226.3874714805195,224.47180572813852,VER
24,270.72479088,266.1135763470986,VER
