Minisector,LEC,ALO,Fastest
0,291.14833960902257,295.00223221801025,ALO
1,217.90798781808812,222.22636197460318,ALO
2,140.4354364085459,142.6244362385113,ALO
3,219.68636831976735,218.86934499047618,LEC
4,153.6603912402721,157.10431500932467,ALO
5,172.174239243428,181.1403743632184,ALO
6,247.9848483878788,249.528284319714,ALO
7,270.7136062760828,272.26228087017546,ALO
8,277.0125000421053,279.6414474105263,ALO
9,253.67270424671202,260.9544096351489,ALO
10,244.45774945958763,245.3696431238095,ALO
11,244.37539692698414,237.28727489030152,LEC
12,211.396333312,202.52439560646593,LEC
13,138.0687218039408,137.882896515833,LEC
14,149.98755857851665,142.5520828631579,LEC
15,172.97094314124442,182.13166876848123,ALO
16,249.40513817212593,254.94265919999998,ALO
17,241.4867910254868,230.02494599276181,LEC
18,112.41123118105065,111.97464043174602,LEC
19,193.88115068500883,202.25939084490494,ALO
20,193.65138899753086,192.08205420246915,LEC
21,230.19358285694852,233.56638440082676,ALO
22,262.78220211654735,262.73996620770976,LEC
23,276.09004368074005,279.2807019789474,ALO
24,285.036058883208,290.02635411251515,ALO
25,287.63571382857145,,LEC
