Minisector,VER,OCO,Fastest
0,248.96537203504053,254.2583388277735,OCO
1,130.74571506904428,131.3185630251708,OCO
2,263.313430202353,259.44040971027135,VER
3,300.2224474105381,306.86963050779906,OCO
4,285.4122232444733,306.0090037501133,OCO
5,299.1978317858646,313.4219907621399,OCO
6,306.62573037831504,318.7773931350427,OCO
7,308.6568517536508,314.50529098783124,OCO
8,191.18900468640695,195.24520059298473,OCO
9,193.88874493463888,188.8180243505964,VER
10,188.49817851473844,186.70741862689377,VER
11,179.55705752706788,168.0301323040753,VER
12,256.4982778097959,249.4731214736669,VER
13,274.93680380902737,263.7763692771157,VER
14,278.6458159080071,272.08911282941284,VER
15,269.05965913867993,268.43122755583266,VER
16,189.39745967001406,176.1688965125513,VER
17,196.09077087754525,183.7475299482995,VER
18,238.55612771581826,227.43127289583816,VER
19,286.300588215805,281.94649519644446,VER
20,307.5706632393143,308.1100406145067,OCO
21,313.6654779541201,317.5578696661654,OCO
22,312.4621725873593,315.45847151301956,OCO
23,247.87704715761117,229.0560670832,VER
24,114.65024270579626,114.70178151560008,OCO
25,225.343752,,VER
