Minisector,LEC,NOR,Fastest
0,310.7143501654658,319.71333023084173,NOR
1,248.21199267900954,236.54609791353536,LEC
2,135.02347606176048,132.16485157321364,LEC
3,242.68801216678858,236.94886500097354,LEC
4,190.74874493242908,197.39010233167434,NOR
5,255.2014049043117,249.53496357506032,LEC
6,238.64370680412918,230.68742944981838,LEC
7,252.79901778607407,261.0129946962932,NOR
8,292.6334884647619,291.47561670826667,LEC
9,205.6649025423043,193.72764721591102,LEC
10,199.07276312400626,215.92316346678348,NOR
11,277.3375324491228,269.97983926423876,LEC
12,213.54030233357696,214.48459980519135,NOR
13,243.89049728764883,259.31027072364884,NOR
14,293.0176662913179,296.5327692047619,NOR
15,310.15740726857143,309.5197114862154,LEC
16,312.99261628652255,301.85614397966935,LEC
17,210.29661879542857,199.52268445803838,LEC
18,261.06408881803776,266.750249449418,NOR
19,298.22967223026455,300.4882860633052,NOR
20,313.6177897112419,310.33006310707066,LEC
21,316.1183959118367,301.66680105902225,LEC
22,146.0466591834001,149.71527634628063,NOR
23,228.24960557606485,240.19772990412736,NOR
24,289.22032166577776,291.063888952381,NOR
