Minisector,HAM,TSU,Fastest
0,274.6763037028572,275.5472779677668,TSU
1,295.2326100296296,296.3825065917536,TSU
2,294.4852819516049,294.57054467128427,TSU
3,177.2598541484884,179.34785411416317,TSU
4,121.26536237510452,123.51781315316052,TSU
5,234.36102456752135,237.98164889665182,TSU
6,279.6079396292063,279.31382144843474,HAM
7,293.7339628372671,293.04329859555554,HAM
8,185.33997941528693,183.55976034792437,HAM
9,147.79774757845888,144.7476182177872,HAM
10,252.30249139301588,249.9219491762425,HAM
11,287.5199305948874,287.0208282866619,HAM
12,298.9414352273593,295.69010735091075,HAM
13,285.6477290850088,276.02708436845717,HAM
14,296.3319230615708,293.08517379313923,HAM
15,296.8067783730388,293.5316790109091,HAM
16,259.201978644653,254.68820067578645,HAM
17,235.38953092856192,232.87337653778394,HAM
18,277.8938656096066,276.2443920609437,HAM
19,297.5009246909025,296.8061537642069,HAM
20,302.8183914300047,297.4031286494681,HAM
21,244.17875941098902,234.97421246690115,HAM
22,264.68307461172657,258.2035816826451,HAM
23,146.1394642134376,146.0423867592528,HAM
24,216.72545856067225,213.92193590113024,HAM
25,,255.968752,TSU
