Minisector,HAM,GAS,Fastest
0,291.2101730978355,291.30426041890314,GAS
1,300.208458562406,300.29807024378266,GAS
2,305.10952379348373,304.90711799999997,HAM
3,303.0184210526316,292.1818908452563,HAM
4,179.66512336500148,167.86486342495405,HAM
5,221.09095238095236,209.1078095664135,HAM
6,242.78040338778735,229.80843575127653,HAM
7,270.6031178376417,264.05476588106114,HAM
8,263.0627696197012,249.8779525333333,HAM
9,170.76811290746957,160.19537034327107,HAM
10,233.86900036266667,225.81554649432013,HAM
11,140.1856248407939,134.67578144379735,HAM
12,229.76170187408596,223.97649924266665,HAM
13,196.1084868374808,184.9805766998591,HAM
14,226.41376478905514,222.50384533333335,HAM
15,249.374689510559,234.18312069776405,HAM
16,265.8681818181818,257.19200531534995,HAM
17,285.9200548689439,277.5954931736961,HAM
18,130.18840572753624,123.90304945973858,HAM
19,168.84672146190002,161.97605453322083,HAM
20,151.98732308352487,149.50360620703114,HAM
21,165.78506802721088,155.85036706491533,HAM
22,120.78711691287646,120.02679340525613,HAM
23,230.86810083453693,231.33092686349207,GAS
24,271.11071418049886,271.4885603829373,GAS
25,283.13749973333336,,HAM
