Minisector,PER,STR,Fastest
0,261.46597202962965,262.45260156681246,STR
1,134.16935360000002,137.59046866492946,STR
2,195.45545875287166,196.45729306666667,STR
3,243.84188928158224,245.64466215145052,STR
4,261.4979365079365,258.73437466666667,PER
5,191.53226687012204,185.11558248311687,PER
6,148.92074796190474,146.85506348145623,PER
7,186.02651515151516,180.40652377971014,PER
8,105.30040207337025,101.83426920344604,PER
9,79.52001840756306,77.72179958962964,PER
10,96.28343097919326,94.13981107737372,PER
11,178.02735494492754,181.7460658517169,STR
12,243.65882352941176,248.75416753333334,STR
13,266.89887409771484,270.8140340602262,STR
14,280.4488888888889,278.9124978488889,PER
15,120.83138022769175,120.58397642884354,PER
16,137.6288386920897,139.04772706138948,STR
17,198.5515873015873,197.84999974603176,PER
18,193.55956978787557,202.76096618805605,STR
19,226.3842105263158,223.23200172990965,PER
20,134.16032758634162,131.3016979612265,PER
21,122.93064591325054,118.51585727721891,PER
22,88.69168099656389,91.88602674335098,STR
23,187.46507936507936,198.97500186666667,STR
24,243.48926505418635,251.48416052486775,STR
