Minisector,VER,SAI,Fastest
0,281.79181846024903,283.7711319234841,SAI
1,294.47043636825396,299.1244049777778,SAI
2,299.87781966917294,305.8952380571428,SAI
3,302.0947989597994,309.09623598364595,SAI
4,255.54197029147872,252.61143436003354,VER
5,196.52514420229883,192.2949119322185,VER
6,256.2040832288092,255.2955627146123,VER
7,279.37943250738977,282.59571977868484,SAI
8,215.57157794285715,215.42186084377298,VER
9,210.23952562715758,204.07294551889402,VER
10,144.06636249764784,137.18728709892187,VER
11,246.37490287545492,243.39744641074438,VER
12,273.28605073623186,275.39564389961566,SAI
13,224.12082024604803,217.15511983774564,VER
14,263.9366879307359,260.31980119432416,VER
15,224.32865326886082,226.37410853333333,SAI
16,188.71610796666667,180.9834557414656,VER
17,255.24571668757963,258.29808986666666,SAI
18,150.31229705365854,148.36784301334325,VER
19,211.1871607647099,206.82703758482097,VER
20,270.42131994458873,270.0975123406328,VER
21,285.5547617015873,289.35436500317456,SAI
22,165.64785482135784,157.6351027820433,VER
23,186.53993185918864,176.62999493373565,VER
24,258.56939052307695,256.41511910579635,VER
